Channel ,SKU,Category,Size,Qty,currency,Amount,ship-city,ship-state,ship-postal-code,ship-country,B2B
Flipkart,NW035-ST-CP-XXL,Set,XXL,1,INR,582,IMPHAL,MANIPUR,795001,IN,FALSE
Flipkart,MEN5011-KR-L,kurta,L,1,INR,499,JABALPUR,MADHYA PRADESH,483053,IN,FALSE
Amazon,JNE3779-KR-XL,kurta,XL,1,INR,346,HYDERABAD (500034),TELANGANA,500034,IN,FALSE
Amazon,J0301-TP-XXL,Top,XXL,1,INR,487,PUNE,MAHARASHTRA,412307,IN,FALSE
Myntra,J0391-TP-L,Top,L,1,INR,690,NEW DELHI,DELHI,110092,IN,FALSE
Myntra,SET341-KR-NP-M,Set,M,1,INR,857,Chennai,TAMIL NADU,600015,IN,FALSE
Others,J0340-TP-XS,Top,XS,1,INR,659,NEW DELHI,DELHI,110064,IN,FALSE
Amazon,J0095-SET-L,Set,L,1,INR,647,NEW DELHI,DELHI,110034,IN,FALSE
Myntra,JNE3503-KR-S,kurta,S,1,INR,318,JAIPUR,RAJASTHAN,302017,IN,FALSE
Amazon,J0089-TP-XXL,Top,XXL,1,INR,360,Bangalore,KARNATAKA,560064,IN,FALSE
Flipkart,SET333-KR-DPT-XL,Set,XL,1,INR,909,KOLKATA,WEST BENGAL,700016,IN,TRUE
Myntra,SET171-KR-NP-L,Set,L,1,INR,792,THOOTHUKKUDI,TAMIL NADU,628002,IN,FALSE
Myntra,JNE3797-KR-XXXL,Western Dress,3XL,1,INR,725,NARASINGAPURAM VELLORE DISTRICT,TAMIL NADU,632406,IN,FALSE
Amazon,MEN5027-KR-M,kurta,M,1,INR,625,EDATHIRUTHY,KERALA,680687,IN,FALSE
Ajio,SET291-KR-PP-XL,Set,XL,1,INR,563,PUNE,MAHARASHTRA,411024,IN,FALSE
Amazon,J0083-KR-M,kurta,M,1,INR,565,PUNE,MAHARASHTRA,411021,IN,FALSE
Flipkart,NW015-TP-PJ-XXL,Set,XXL,1,INR,501,BHIMAVARAM,ANDHRA PRADESH,534202,IN,FALSE
Flipkart,J0339-DR-M,Western Dress,M,1,INR,744,BENGALURU,KARNATAKA,560062,IN,FALSE
Ajio,JNE3431-KR-XS,kurta,XS,1,INR,333,Tiruppur,TAMIL NADU,641687,IN,FALSE
Myntra,J0341-DR-XL,Western Dress,XL,1,INR,744,CUTTACK,ODISHA,753001,IN,FALSE
Myntra,J0013-SKD-XXL,Set,XXL,1,INR,1085,Hissar,HARYANA,125005,IN,FALSE
Flipkart,JNE3870-DR-XXXL,Western Dress,3XL,1,INR,721,RANBIRSINGHPORA,JAMMU & KASHMIR,181102,IN,FALSE
Amazon,SET345-KR-NP-S,Set,S,1,INR,666,Jalna,MAHARASHTRA,431203,IN,FALSE
Amazon,J0122-TP-XXXL,Top,3XL,1,INR,329,MUMBAI,MAHARASHTRA,400094,IN,FALSE
Meesho,SET384-KR-NP-M,Set,M,1,INR,599,NOIDA,UTTAR PRADESH,201301,IN,FALSE
Amazon,MEN5011-KR-XL,kurta,XL,1,INR,698,BETTIAH,BIHAR,845438,IN,FALSE
Myntra,J0160-TP-L,Top,L,1,INR,352,GHAZIABAD,UTTAR PRADESH,201014,IN,FALSE
Amazon,SAR022,Saree,Free,1,INR,627,CHENNAI,TAMIL NADU,600064,IN,FALSE
Nalli,SAR022,Saree,Free,1,INR,399,BENGALURU,KARNATAKA,560086,IN,FALSE
Myntra,BL104-XL,Blouse,XL,1,INR,1149,PATNA,BIHAR,800023,IN,FALSE
Meesho,BL087-S,Blouse,S,1,INR,647,BENGALURU,KARNATAKA,560076,IN,FALSE
Amazon,SET357-KR-NP-L,Set,L,1,INR,725,BENGALURU,KARNATAKA,560078,IN,FALSE
Ajio,BL103-L,Blouse,L,1,INR,665,NAVI MUMBAI,MAHARASHTRA,400706,IN,FALSE
Amazon,J0005-DR-S,Western Dress,S,1,INR,1249,NEW DELHI,DELHI,110047,IN,FALSE
Others,SAR024,Saree,Free,1,INR,877,Mavelikkara,KERALA,690558,IN,FALSE
Amazon,SAR015,Saree,Free,1,INR,699,DABRA,MADHYA PRADESH,475110,IN,FALSE
Flipkart,J0230-SKD-XXL,Set,XXL,1,INR,1111,RANCHI,JHARKHAND,834003,IN,FALSE
Myntra,SET331-KR-NP-XXXL,Set,3XL,1,INR,635,NEW DELHI,DELHI,110092,IN,FALSE
Amazon,JNE3797-KR-XL,Western Dress,XL,1,INR,735,BENGALURU,KARNATAKA,560067,IN,FALSE
Flipkart,SET299-KR-PP-L,Set,L,1,INR,825,BHUBANESWAR,ODISHA,751029,IN,FALSE
Myntra,JNE3837-KR-XL,kurta,XL,1,INR,533,Bhupalpalle,TELANGANA,506169,IN,FALSE
Flipkart,SET389-KR-NP-S,Set,S,1,INR,680,MUMBAI,MAHARASHTRA,400081,IN,FALSE
Amazon,JNE3806-KR-XXL,kurta,XXL,1,INR,545,Bhopal,MADHYA PRADESH,462010,IN,FALSE
Myntra,JNE3716-KR-M,kurta,M,1,INR,432,KOTA,RAJASTHAN,324005,IN,FALSE
Amazon,SET154-KR-NP-L,Set,L,1,INR,832,AHMEDABAD,GUJARAT,380015,IN,FALSE
Flipkart,JNE3404-KR-S,kurta,S,1,INR,487,NOIDA,UTTAR PRADESH,201301,IN,FALSE
Ajio,JNE3837-KR-M,kurta,M,1,INR,533,LUCKNOW,UTTAR PRADESH,226012,IN,FALSE
Ajio,J0049-TP-XXL,Top,XXL,1,INR,321,INDORE,MADHYA PRADESH,452012,IN,FALSE
Flipkart,JNE3437-KR-L,kurta,L,1,INR,486,SHIVAMOGGA,KARNATAKA,577201,IN,FALSE
Amazon,JNE3567-KR-M,kurta,M,1,INR,399,MORADABAD,UTTAR PRADESH,244102,IN,FALSE
Amazon,JNE3522-KR-M,kurta,M,1,INR,342,BENGALURU,KARNATAKA,560023,IN,FALSE
Myntra,SET265-KR-NP-XL,Set,XL,1,INR,888,BENGALURU,KARNATAKA,560096,IN,FALSE
Flipkart,JNE3818-KR-XXL,kurta,XXL,1,INR,461,KARJAT RAIGARH DISTRICT,MAHARASHTRA,410201,IN,FALSE
Flipkart,J0337-TP-XXL,Top,XXL,1,INR,545,Agartala,TRIPURA,799210,IN,FALSE
Others,JNE3797-KR-XXXL,Western Dress,3XL,1,INR,725,AMBARNATH East,MAHARASHTRA,421501,IN,FALSE
Flipkart,SET392-KR-NP-XL,Set,XL,1,INR,799,GUWAHATI,ASSAM,781017,IN,FALSE
Ajio,J0005-DR-S,Western Dress,S,1,INR,899,HOWRAH,WEST BENGAL,711106,IN,FALSE
Amazon,J0127-SKD-XL,Set,XL,1,INR,1186,DHANBAD,JHARKHAND,826001,IN,FALSE
Amazon,J0113-TP-M,Top,M,1,INR,540,GURUGRAM,HARYANA,122004,IN,FALSE
Meesho,JNE3439-KR-XXL,kurta,XXL,1,INR,435,TIRUCHIRAPPALLI,TAMIL NADU,620005,IN,FALSE
Amazon,J0346-SET-XL,Set,XL,1,INR,478,AMBARNATH,MAHARASHTRA,421501,IN,FALSE
Flipkart,J0003-SET-M,Set,M,1,INR,664,LUCKNOW,UTTAR PRADESH,226018,IN,FALSE
Flipkart,JNE3518-KR-S,kurta,S,1,INR,487,WANAPARTHY,TELANGANA,509103,IN,FALSE
Flipkart,SET345-KR-NP-M,Set,M,1,INR,641,BENGALURU,KARNATAKA,560068,IN,FALSE
Amazon,JNE3461-KR-L,kurta,L,1,INR,399,HYDERABAD,TELANGANA,500072,IN,FALSE
Amazon,SET397-KR-NP-XL,Set,XL,1,INR,1115,KOLKATA,WEST BENGAL,700084,IN,FALSE
Myntra,SAR021,Saree,Free,1,INR,729,Kolkata,WEST BENGAL,700132,IN,FALSE
Myntra,SET345-KR-NP-S,Set,S,1,INR,635,CHENNAI,TAMIL NADU,600062,IN,FALSE
Myntra,SAR020,Saree,Free,1,INR,729,MAKRONIA BUZURG,MADHYA PRADESH,470004,IN,FALSE
Ajio,SET319-KR-NP-XXL,Set,XXL,1,INR,877,KUNNATHUNAD,KERALA,683562,IN,FALSE
Amazon,SET334-KR-NP-M,Set,M,1,INR,666,TIRUPATI,ANDHRA PRADESH,517502,IN,FALSE
Flipkart,SAR013,Saree,Free,1,INR,1442,SOUTH WEST DELHI,New Delhi,110070,IN,FALSE
Myntra,SAR019,Saree,Free,1,INR,790,KOLKATA,WEST BENGAL,700052,IN,FALSE
Flipkart,SAR008,Saree,Free,1,INR,799,NAVI MUMBAI,MAHARASHTRA,400705,IN,FALSE
Flipkart,J0236-SKD-XL,Set,XL,1,INR,950,PALI,RAJASTHAN,306021,IN,FALSE
Ajio,BL096-XXL,Blouse,XXL,1,INR,641,INDORE,MADHYA PRADESH,452006,IN,FALSE
Flipkart,SAR014,Saree,Free,1,INR,533,Kolkata,WEST BENGAL,700079,IN,FALSE
Amazon,J0003-SET-S,Set,S,1,INR,655,HYDERABAD,TELANGANA,500088,IN,FALSE
Flipkart,SAR003,Saree,Free,1,INR,499,ZIRAKPUR,PUNJAB,160104,IN,FALSE
Amazon,SET233-KR-PP-XXL,Set,XXL,1,INR,529,ANJAR,GUJARAT,370110,IN,FALSE
Amazon,SET130-KR-NP-M,Set,M,1,INR,547,GANGTOK,SIKKIM,737101,IN,FALSE
Amazon,PJNE2270-KR-N-5XL,kurta,5XL,1,INR,683,SITAPUR,UTTAR PRADESH,261001,IN,FALSE
Amazon,JNE3712-TP-N-XXL,Top,XXL,1,INR,499,AHMEDABAD,GUJARAT,382481,IN,FALSE
Ajio,J0212-DR-XL,Ethnic Dress,XL,1,INR,791,DEHRADUN,UTTARAKHAND,248171,IN,FALSE
Nalli,J0041-SET-L,Set,L,1,INR,763,GUDIYATHAM,TAMIL NADU,632602,IN,FALSE
Amazon,SAR026,Saree,Free,1,INR,650,DAUDNAGAR,BIHAR,824143,IN,FALSE
Amazon,SAR026,Saree,Free,1,INR,329,DHARMASTHALA,KARNATAKA,574216,IN,FALSE
Ajio,SET098-KR-PP-M,Set,M,1,INR,672,KATIHAR,BIHAR,854105,IN,FALSE
Amazon,SET268-KR-NP-XXXL,Set,3XL,1,INR,788,BENGALURU,KARNATAKA,560068,IN,TRUE
Myntra,JNE3703-KR-M,kurta,M,1,INR,292,CHENNAI,TAMIL NADU,600017,IN,FALSE
Amazon,SAR027,Saree,Free,1,INR,399,HAZARIBAGH,JHARKHAND,825301,IN,FALSE
Amazon,J0117-TP-XXL,Top,XXL,1,INR,726,KOLKATA,WEST BENGAL,700019,IN,FALSE
Meesho,SET288-KR-NP-XXXL,Set,3XL,1,INR,684,CHANDIGARH,CHANDIGARH,160030,IN,FALSE
Flipkart,SAR018,Saree,Free,1,INR,1099,Naharlgun nirjuli,ARUNACHAL PRADESH,791109,IN,FALSE
Myntra,JNE3399-KR-M,kurta,M,1,INR,435,HYDERABAD,TELANGANA,500060,IN,FALSE
Flipkart,SET334-KR-NP-XL,Set,XL,1,INR,666,THANE,MAHARASHTRA,400604,IN,FALSE
Flipkart,SET268-KR-NP-XL,Set,XL,1,INR,698,BELA PRATAPGARH,UTTAR PRADESH,230001,IN,FALSE
Flipkart,JNE3818-KR-XXXL,kurta,3XL,1,INR,461,NEW DELHI,DELHI,110057,IN,FALSE
Myntra,SAR003,Saree,Free,1,INR,534,HYDERABAD,TELANGANA,500039,IN,FALSE
Flipkart,SET376-KR-NP-L,Set,L,1,INR,657,Visakhapatnam,ANDHRA PRADESH,530026,IN,FALSE
Nalli,JNE3431-KR-M,kurta,M,1,INR,333,Dombivli,MAHARASHTRA,421201,IN,FALSE
Amazon,SAR003,Saree,Free,1,INR,1319,BENGALURU,KARNATAKA,560060,IN,FALSE
Myntra,JNE3405-KR-S,kurta,S,1,INR,399,Ranchi,JHARKHAND,834008,IN,FALSE
Myntra,PJNE2100-KR-N-5XL,kurta,5XL,1,INR,452,PATNA,BIHAR,800024,IN,FALSE
Flipkart,SET324-KR-NP-S,Set,S,1,INR,607,PALAKKAD,KERALA,678004,IN,FALSE
Amazon,SET324-KR-NP-XL,Set,XL,1,INR,597,WARANGAL,TELANGANA,506001,IN,FALSE
Myntra,SAR028,Saree,Free,1,INR,452,NEW DELHI,DELHI,110042,IN,FALSE
Flipkart,SET398-KR-PP-XXL,Set,XXL,1,INR,1186,GHAZIABAD,UTTAR PRADESH,201010,IN,FALSE
Myntra,JNE3461-KR-L,kurta,L,1,INR,352,ERODE,TAMIL NADU,638011,IN,FALSE
Ajio,BL104-S,Blouse,S,1,INR,625,HYDERABAD,TELANGANA,500085,IN,FALSE
Ajio,JNE3461-KR-XXXL,kurta,3XL,1,INR,399,CHENNAI,TAMIL NADU,600039,IN,FALSE
Amazon,NW037-TP-SR-XS,Set,XS,1,INR,437,Pune,MAHARASHTRA,412115,IN,FALSE
Myntra,PJNE2199-KR-N-4XL,kurta,4XL,1,INR,453,Kolhapur,MAHARASHTRA,416012,IN,FALSE
Flipkart,J0007-SKD-M,Set,M,1,INR,1065,raipur,CHHATTISGARH,492003,IN,FALSE
Flipkart,JNE3623-KR-XS,kurta,XS,1,INR,362,BAGEPALLI,KARNATAKA,561207,IN,FALSE
Flipkart,SAR025,Saree,Free,1,INR,791,GURGAON,HARYANA,122001,IN,FALSE
Myntra,SAR025,Saree,Free,1,INR,353,KOLKATA,WEST BENGAL,700053,IN,FALSE
Amazon,J0003-SET-XXXL,Set,3XL,1,INR,655,HYDERABAD,TELANGANA,500019,IN,FALSE
Flipkart,JNE3405-KR-S,kurta,S,1,INR,435,Ghansoli,MAHARASHTRA,400701,IN,FALSE
Amazon,JNE3716-KR-L,kurta,L,1,INR,432,KARUR,TAMIL NADU,639005,IN,FALSE
Amazon,JNE3870-DR-XL,Western Dress,XL,1,INR,721,Kozhikode,KERALA,673020,IN,FALSE
Amazon,SET172-KR-PP-B-M,Set,M,1,INR,968,WARDHA,MAHARASHTRA,442001,IN,FALSE
Others,JNE3405-KR-XXXL,kurta,3XL,1,INR,399,NEW DELHI,DELHI,110003,IN,FALSE
Amazon,JNE3567-KR-S,kurta,S,1,INR,399,VELLORE,TAMIL NADU,632006,IN,FALSE
Amazon,SET195-KR-NP-A-XL,Set,XL,1,INR,737,HYDERABAD,TELANGANA,500085,IN,FALSE
Amazon,SET278-KR-NP-L,Set,L,1,INR,1523,BENGALURU,KARNATAKA,560036,IN,FALSE
Flipkart,JNE3654-TP-L,Top,L,1,INR,360,Tiswadi,GOA,403005,IN,FALSE
Meesho,SET402-KR-NP-XL,Set,XL,1,INR,988,BENGALURU,KARNATAKA,560016,IN,FALSE
Flipkart,NW005-ST-PJ-XXL,Set,XXL,1,INR,599,LUCKNOW,UTTAR PRADESH,226006,IN,FALSE
Flipkart,SET324-KR-NP-L,Set,L,1,INR,597,BERHAMPUR,ODISHA,760001,IN,FALSE
Flipkart,JNE3560-KR-M,kurta,M,1,INR,544,Bengaluru,KARNATAKA,560099,IN,FALSE
Amazon,J0003-SET-XXXL,Set,3XL,1,INR,654,GHAZIABAD,UTTAR PRADESH,201003,IN,FALSE
Amazon,J0008-SKD-M,Set,M,1,INR,1065,DUMRAON,BIHAR,802119,IN,FALSE
Myntra,JNE3468-KR-XL,kurta,XL,1,INR,363,NEW DELHI,DELHI,110085,IN,FALSE
Myntra,NW034-TP-PJ-XL,Set,XL,1,INR,613,SOLAPUR,MAHARASHTRA,413002,IN,FALSE
Myntra,SAR030,Saree,Free,1,INR,852,BHAGALPUR,Bihar,812002,IN,FALSE
Others,JNE3288-KR-L,kurta,L,1,INR,426,CHENNAI,TAMIL NADU,600045,IN,FALSE
Flipkart,J0418-TP-S,Top,S,1,INR,704,KARNAL,HARYANA,132001,IN,FALSE
Myntra,JNE3794-KR-XXXL,kurta,3XL,1,INR,517,hyderabad,TELANGANA,500083,IN,FALSE
Myntra,JNE3465-KR-L,kurta,L,1,INR,469,PUNE,MAHARASHTRA,411046,IN,FALSE
Amazon,SAR025,Saree,Free,1,INR,696,KOLKATA,WEST BENGAL,700023,IN,FALSE
Flipkart,SET364-KR-NP-XXL,Set,XXL,1,INR,1126,LUCKNOW,UTTAR PRADESH,226003,IN,FALSE
Flipkart,SET345-KR-NP-M,Set,M,1,INR,635,KOLKATA,WEST BENGAL,700099,IN,FALSE
Myntra,J0239-SKD-L,Set,L,1,INR,1299,PUNE,MAHARASHTRA,411038,IN,FALSE
Amazon,SET269-KR-NP-XXL,Set,XXL,1,INR,824,RISHIKESH,UTTARAKHAND,249203,IN,FALSE
Flipkart,JNE3739-KR-XL,kurta,XL,1,INR,441,HYDERABAD,TELANGANA,500020,IN,FALSE
Amazon,J0342-TP-S,Top,S,1,INR,574,NAVI MUMBAI,MAHARASHTRA,410206,IN,FALSE
Flipkart,JNE3775-KR-XS,kurta,XS,1,INR,301,ALLAHABAD,UTTAR PRADESH,211002,IN,FALSE
Ajio,SET268-KR-NP-XL,Set,XL,1,INR,698,GONDA,UTTAR PRADESH,271504,IN,FALSE
Amazon,JNE3721-KR-M,kurta,M,1,INR,292,NAVI MUMBAI,MAHARASHTRA,400701,IN,FALSE
Flipkart,SET331-KR-NP-XL,Set,XL,1,INR,635,Kudukkimotta,KERALA,670592,IN,FALSE
Myntra,SET209-KR-PP-S,Set,S,1,INR,523,Srikakulam,ANDHRA PRADESH,532001,IN,FALSE
Flipkart,SET110-KR-PP-XXXL,Set,3XL,1,INR,837,Ramagundam,TELANGANA,505215,IN,FALSE
Amazon,JNE3620-KR-M,kurta,M,1,INR,329,KOLKATA,WEST BENGAL,700032,IN,FALSE
Amazon,JNE3738-KR-S,kurta,S,1,INR,383,DEHRADUN,UTTARAKHAND,248001,IN,FALSE
Amazon,JNE3399-KR-XL,kurta,XL,1,INR,435,BENGALURU,KARNATAKA,560003,IN,FALSE
Amazon,JNE3797-KR-XXXL,Western Dress,3XL,1,INR,715,Trichy,TAMIL NADU,620021,IN,FALSE
Myntra,SET293-KR-NP-XL,Set,XL,1,INR,692,VENGARA,KERALA,676304,IN,FALSE
Ajio,SET392-KR-NP-XXL,Set,XXL,1,INR,751,AMRAVATI,MAHARASHTRA,444606,IN,FALSE
Flipkart,JNE3405-KR-XXL,kurta,XXL,1,INR,399,THANE,MAHARASHTRA,400604,IN,FALSE
Flipkart,JNE3605-KR-XL,kurta,XL,1,INR,481,NOIDA,UTTAR PRADESH,201305,IN,FALSE
Ajio,J0339-DR-M,Western Dress,M,1,INR,744,GADAG BETIGERI,KARNATAKA,582101,IN,FALSE
Meesho,J0341-DR-XXL,Western Dress,XXL,1,INR,791,HYDERABAD,TELANGANA,500083,IN,FALSE
Myntra,MEN5032-KR-XXL,kurta,XXL,1,INR,787,NEW DELHI,DELHI,110047,IN,FALSE
Myntra,MEN5025-KR-S,kurta,S,1,INR,764,Kolkata,WEST BENGAL,700026,IN,FALSE
Flipkart,J0341-DR-XXXL,Western Dress,3XL,1,INR,842,HYDERABAD,TELANGANA,500072,IN,FALSE
Myntra,JNE3429-KR-XL,kurta,XL,1,INR,318,PALGHAR,MAHARASHTRA,401201,IN,FALSE
Ajio,JNE3798-KR-A-XXL,Western Dress,XXL,1,INR,771,COIMBATORE,TAMIL NADU,641044,IN,FALSE
Flipkart,J0339-DR-L,Western Dress,L,1,INR,743,ETTUMANOOR,KERALA,686637,IN,FALSE
Myntra,JNE3472-KR-S,kurta,S,1,INR,329,ERODE,TAMIL NADU,638011,IN,FALSE
Ajio,JNE3639-TP-N-XXL,Top,XXL,1,INR,518,BENGALURU,KARNATAKA,562149,IN,FALSE
Amazon,SET398-KR-PP-XS,Set,XS,1,INR,1186,BENGALURU,KARNATAKA,560021,IN,FALSE
Others,NW012-TP-PJ-XL,Set,XL,1,INR,521,BENGALURU,KARNATAKA,560037,IN,FALSE
Flipkart,SAR027,Saree,Free,1,INR,635,MUZAFFARPUR,BIHAR,842001,IN,FALSE
Ajio,BL103-M,Blouse,M,1,INR,850,Singrauli,MADHYA PRADESH,486890,IN,FALSE
Meesho,BL104-L,Blouse,L,1,INR,545,MUMBAI,MAHARASHTRA,400005,IN,FALSE
Myntra,J0335-DR-L,Western Dress,L,1,INR,940,Koyyalagudem,ANDHRA PRADESH,534312,IN,FALSE
Amazon,SET273-KR-NP-S,Set,S,1,INR,612,SHAHBAD,HARYANA,136135,IN,FALSE
Nalli,SAR021,Saree,Free,1,INR,916,HYDERABAD,TELANGANA,500019,IN,FALSE
Myntra,SAR025,Saree,Free,1,INR,747,DEHRADUN,UTTARAKHAND,248141,IN,FALSE
Myntra,SAR004,Saree,Free,1,INR,599,NEW DELHI,DELHI,110033,IN,FALSE
Others,SAR011,Saree,Free,1,INR,459,BENGALURU,KARNATAKA,560068,IN,FALSE
Myntra,NW012-TP-PJ-XS,Set,XS,1,INR,560,BENGALURU,KARNATAKA,560016,IN,FALSE
Flipkart,J0204-TP-XL,Top,XL,1,INR,751,SANGLI MIRAJ KUPWAD,MAHARASHTRA,416416,IN,FALSE
Amazon,JNE3564-KR-L,kurta,L,1,INR,487,BENGALURU,KARNATAKA,560093,IN,FALSE
Myntra,SET128-KR-DH-L,Set,L,1,INR,985,GREATER NOIDA,UTTAR PRADESH,201306,IN,FALSE
Flipkart,SET350-KR-NP-XS,Set,XS,1,INR,1122,MUMBAI,MAHARASHTRA,400067,IN,FALSE
Amazon,SET329-KR-NP-XL,Set,XL,1,INR,666,BENGALURU,KARNATAKA,560064,IN,FALSE
Amazon,J0244-SKD-M,Set,M,1,INR,1205,CHENNAI,TAMIL NADU,600125,IN,FALSE
Myntra,JNE3869-DR-XXL,Western Dress,XXL,1,INR,721,VASAI VIRAR,MAHARASHTRA,401202,IN,FALSE
Flipkart,J0337-TP-XXXL,Top,3XL,1,INR,469,Karimnagar,TELANGANA,505001,IN,FALSE
Myntra,JNE3399-KR-XXL,kurta,XXL,1,INR,435,BENGALURU,KARNATAKA,560091,IN,FALSE
Amazon,SET393-KR-NP-XXL,Set,XXL,1,INR,1186,BHUBANESWAR,ODISHA,751020,IN,FALSE
Ajio,JNE3798-KR-XS,Western Dress,XS,1,INR,735,SIRKALI,TAMIL NADU,609110,IN,FALSE
Myntra,JNE3721-KR-L,kurta,L,1,INR,292,SECUNDERABAD,TELANGANA,500061,IN,FALSE
Amazon,J0339-DR-XXL,Western Dress,XXL,1,INR,791,SURAT,GUJARAT,395001,IN,FALSE
Flipkart,JNE3790-KR-M,kurta,M,1,INR,316,Bengaluru,KARNATAKA,560083,IN,FALSE
Ajio,JNE3510-KR-XL,kurta,XL,1,INR,471,BENGALURU,KARNATAKA,560022,IN,FALSE
Myntra,J0416-DR-XXL,Western Dress,XXL,1,INR,825,NEW DELHI,DELHI,110075,IN,FALSE
Amazon,J0162-SKD-S,Set,S,1,INR,1199,NEW DELHI,DELHI,110010,IN,FALSE
Nalli,J0004-SKD-XS,Set,XS,1,INR,1115,AMBIKAPUR,CHHATTISGARH,497001,IN,FALSE
Amazon,SAR019,Saree,Free,1,INR,449,SEDAM,KARNATAKA,585222,IN,FALSE
Amazon,JNE3810-KR-XXL,kurta,XXL,1,INR,569,THANE,MAHARASHTRA,401107,IN,FALSE
Flipkart,JNE3795-KR-XS,kurta,XS,1,INR,529,HYDERABAD,TELANGANA,500049,IN,FALSE
Ajio,J0416-DR-XS,Western Dress,XS,1,INR,776,GUWAHATI,ASSAM,781121,IN,FALSE
Amazon,JNE3721-KR-L,kurta,L,1,INR,292,GHAZIABAD,UTTAR PRADESH,201005,IN,FALSE
Flipkart,J0041-SET-L,Set,L,1,INR,641,MUMBAI,MAHARASHTRA,400050,IN,FALSE
Amazon,SET377-KR-NP-XS,Set,XS,1,INR,1036,MUMBAI,MAHARASHTRA,400078,IN,FALSE
Myntra,SET293-KR-NP-XL,Set,XL,1,INR,692,RISHIKESH,UTTARAKHAND,249202,IN,FALSE
Flipkart,J0095-SET-S,Set,S,1,INR,653,NEW DELHI,DELHI,110017,IN,FALSE
Myntra,J0341-DR-S,Western Dress,S,1,INR,791,BENGALURU,KARNATAKA,560092,IN,FALSE
Flipkart,SAR009,Saree,Free,1,INR,583,UDAIPUR,RAJASTHAN,313001,IN,FALSE
Flipkart,SAR027,Saree,Free,1,INR,548,SOLAPUR,MAHARASHTRA,413002,IN,FALSE
Meesho,JNE3800-KR-M,Western Dress,M,1,INR,735,BENGALURU,KARNATAKA,560015,IN,FALSE
Amazon,JNE3820-KR-S,kurta,S,1,INR,475,MUMBAI,MAHARASHTRA,400086,IN,FALSE
Amazon,J0399-DR-XXL,Western Dress,XXL,1,INR,791,Cheppad,KERALA,690507,IN,FALSE
Myntra,SET333-KR-DPT-XXL,Set,XXL,1,INR,898,CHENNAI,TAMIL NADU,600091,IN,FALSE
Amazon,SET339-KR-NP-M,Set,M,1,INR,646,AHMEDABAD,GUJARAT,380061,IN,FALSE
Flipkart,SET233-KR-PP-XXXL,Set,3XL,1,INR,545,UDAIPUR,RAJASTHAN,313002,IN,FALSE
Amazon,JNE3405-KR-M,kurta,M,1,INR,435,SURAT,GUJARAT,395009,IN,FALSE
Nalli,JNE3405-KR-XL,kurta,XL,1,INR,399,BUCHIREDDIPALEM,ANDHRA PRADESH,524305,IN,FALSE
Flipkart,SAR011,Saree,Free,1,INR,442,SOUTH GOA,GOA,403725,IN,FALSE
Others,SET264-KR-NP-XL,Set,XL,1,INR,824,DHARWAD,KARNATAKA,580009,IN,FALSE
Meesho,SET377-KR-NP-XL,Set,XL,1,INR,1238,SECUNDERABAD,TELANGANA,500104,IN,FALSE
Meesho,SET265-KR-NP-XL,Set,XL,1,INR,835,HYDERABAD,TELANGANA,500050,IN,FALSE
Flipkart,J0167-KR-XS,kurta,XS,1,INR,315,MALAPPURAM,KERALA,679334,IN,FALSE
Meesho,JNE3405-KR-L,kurta,L,1,INR,449,KOLKATA,WEST BENGAL,700057,IN,FALSE
Flipkart,SET098-KR-PP-M,Set,M,1,INR,759,CHENNAI,TAMIL NADU,600049,IN,FALSE
Amazon,SAR018,Saree,Free,1,INR,684,THANE,MAHARASHTRA,400607,IN,FALSE
Ajio,J0148-SET-XL,Set,XL,1,INR,636,GHAZIABAD,UTTAR PRADESH,201005,IN,FALSE
Nalli,JNE3703-KR-M,kurta,M,1,INR,292,KULLU,HIMACHAL PRADESH,175101,IN,FALSE
Nalli,SET291-KR-PP-L,Set,L,1,INR,579,PIRANGUT,MAHARASHTRA,412115,IN,FALSE
Flipkart,JNE3806-KR-XXXL,kurta,3XL,1,INR,545,BENGALURU,KARNATAKA,560086,IN,FALSE
Amazon,SET268-KR-NP-L,Set,L,1,INR,788,BENGALURU,KARNATAKA,560036,IN,FALSE
Amazon,JNE3787-KR-XXL,kurta,XXL,1,INR,458,KANCHEEPURAM,TAMIL NADU,631501,IN,FALSE
Flipkart,J0006-SET-S,Ethnic Dress,S,1,INR,899,BENGALURU,KARNATAKA,560037,IN,FALSE
Myntra,SET400-KR-NP-L,Set,L,1,INR,1068,KALADHUNGI,UTTARAKHAND,263139,IN,FALSE
Amazon,SET144-KR-NP-L,Set,L,1,INR,788,NEW DELHI,DELHI,110059,IN,FALSE
Amazon,SAR017,Saree,Free,1,INR,968,VAISHALI,BIHAR,844101,IN,FALSE
Myntra,JNE3721-KR-XL,kurta,XL,1,INR,301,NEW DELHI,DELHI,110060,IN,FALSE
Myntra,J0341-DR-XL,Western Dress,XL,1,INR,744,THIRUVANANTHAPURAM,KERALA,695586,IN,FALSE
Amazon,J0162-SKD-S,Set,S,1,INR,1199,FARIDPUR BAREILLY DISTRICT,UTTAR PRADESH,243503,IN,FALSE
Myntra,BL104-S,Blouse,S,1,INR,625,ALLAHABAD,UTTAR PRADESH,211004,IN,FALSE
Ajio,JNE3366-KR-1053-XL,kurta,XL,1,INR,382,Bengaluru,KARNATAKA,560035,IN,FALSE
